customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
378,Male,1,Yes,Yes,53,No,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.91,1042.21
379,Female,1,No,No,57,No,Yes,No,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,93.87,2083.89
380,Female,1,No,Yes,25,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),45.42,3189.2
381,Male,0,Yes,No,22,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),107.28,4380.35
382,Male,0,No,Yes,32,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,43.5,4433.24
383,Female,1,Yes,No,34,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),38.46,2175.28
384,Female,1,No,No,24,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),28.1,4243.86
385,Female,1,Yes,Yes,17,No,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,No,Credit card (automatic),111.76,350.01
386,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),46.53,7929.29
387,Male,1,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),46.76,3542.08
388,Female,1,No,Yes,3,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No,Two year,Yes,Electronic check,114.57,5553.12
389,Male,0,Yes,Yes,55,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),74.46,2253.86
390,Female,1,No,Yes,58,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),101.96,5245.63
391,Female,0,No,Yes,7,No,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.78,4447.91
392,Male,0,Yes,No,46,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.45,8619.71
393,Male,0,Yes,Yes,52,No,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.35,6641.43
394,Male,1,Yes,Yes,20,No,No,No,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,62.22,930.49
395,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Credit card (automatic),76.58,3598.89
396,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),68.1,4709.98
397,Female,0,No,No,32,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),99.26,1808.92
398,Male,1,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),71.38,5507.68
399,Female,0,No,Yes,41,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),28.6,8351.81
400,Female,0,Yes,No,46,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),111.18,355.42
401,Male,0,No,No,53,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),38.4,1038.14
402,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.23,6598.09
403,Female,1,Yes,Yes,3,No,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,61.46,6751.75
404,Male,0,Yes,Yes,15,Yes,Yes,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,33.19,41.12
405,Female,1,Yes,No,48,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,109.05,6229.01
406,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.13,5986.1
407,Female,0,No,Yes,43,No,No phone service,DSL,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),113.94,5309.54
408,Female,1,Yes,Yes,38,No,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,66.26,5612.92
409,Male,1,No,Yes,6,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),109.98,8064.68
410,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.24,3309.29
411,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),87.63,150.14
412,Male,0,Yes,No,27,No,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.04,8458.49
413,Male,0,Yes,Yes,70,No,No,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),87.19,5051.78
414,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,60.21,7298.32
415,Female,0,No,Yes,64,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),45.62,2503.95
416,Female,0,No,No,0,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),106.85,1024.77
417,Male,1,No,Yes,10,No,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,85.89,2081.92
418,Male,1,No,No,38,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),69.63,2801.78
419,Male,0,No,No,53,No,No,No,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),79.61,6456.75
420,Female,1,No,No,67,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),53.6,2482.72
421,Male,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),46.25,1554.97
422,Female,1,No,Yes,48,No,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,91.03,6346.29
423,Male,1,No,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),47.1,4264.92
424,Male,0,No,Yes,46,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),99.92,22.66
425,Male,1,Yes,Yes,8,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,53.36,2493.47
426,Male,0,Yes,Yes,1,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer (automatic),80.55,4916.14
427,Female,0,Yes,No,70,No,Yes,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),81.71,4081.95
428,Male,1,Yes,No,71,No,No,DSL,No,No internet service,No,Yes,No,No internet service,Two year,No,Electronic check,87.38,6354.73
429,Male,1,Yes,Yes,51,No,No,No,Yes,Yes,No,No,Yes,No internet service,One year,No,Electronic check,51.27,6154.38
430,Male,1,No,No,15,No,Yes,No,No internet service,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),55.73,6501.99
431,Male,1,No,Yes,16,No,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,54.26,6845.42
432,Female,1,Yes,Yes,69,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Mailed check,53.24,8501.62
433,Male,1,No,No,23,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,21.91,5992.39
434,Male,1,No,No,23,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),115.15,1433.76
435,Female,1,No,Yes,43,No,No,No,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,7306.3
436,Male,1,No,No,2,No,No,No,Yes,No,No internet service,Yes,No,Yes,One year,No,Mailed check,93.44,8666.72
437,Female,1,No,Yes,27,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),71.0,1392.42
438,Female,0,Yes,Yes,45,No,No,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,95.48,5353.08
439,Male,0,Yes,No,44,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,20.81,225.76
440,Female,1,Yes,No,66,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,46.48,1917.5
441,Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),20.7,3887.97
442,Female,1,No,Yes,37,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),53.05,91.16
443,Female,1,No,Yes,52,No,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,89.17,73.77
444,Male,0,Yes,No,56,No,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,65.6,6912.56
445,Female,1,No,No,55,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,66.62,7336.85
446,Male,1,Yes,Yes,36,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),37.3,4014.71
447,Male,0,Yes,Yes,54,No,Yes,No,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),23.58,6142.35
448,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),65.83,7119.03
449,Male,0,Yes,No,44,No,Yes,No,No,No,No internet service,No internet service,No,No,One year,Yes,Electronic check,27.4,7491.49
450,Male,0,No,Yes,54,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),56.62,7152.19
451,Female,0,No,No,4,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,88.64,7827.49
452,Male,1,Yes,Yes,67,No,No,No,No internet service,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.95,6137.19
453,Male,0,No,Yes,25,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),19.16,7777.73
454,Female,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,60.88,1284.44
455,Female,1,No,No,65,No,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),79.77,3945.57
456,Male,0,No,Yes,19,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),32.66,6092.18
457,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Electronic check,52.05,3378.99
458,Female,1,Yes,Yes,35,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),103.26,6119.03
459,Female,0,No,Yes,70,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.3,5972.81
460,Male,0,Yes,Yes,20,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.35,1020.89
461,Male,1,Yes,No,61,Yes,No phone service,No,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,91.22,8413.71
462,Male,1,No,Yes,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,54.36,4082.23
463,Female,1,Yes,No,29,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,112.15,1233.8
464,Male,0,No,No,1,No,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),33.21,6260.63
465,Female,1,No,Yes,45,No,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,53.1,4668.53
466,Male,0,No,No,27,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),67.77,2582.9
467,Male,1,No,No,35,No,No,No,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),35.54,4013.69
468,Female,1,No,No,1,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),107.29,4333.09
469,Female,1,No,Yes,28,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),78.63,6198.5
470,Male,1,Yes,No,5,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),78.47,3169.83
471,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,61.36,2443.1
472,Male,0,No,No,70,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,60.09,8604.65
473,Male,1,Yes,Yes,10,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,70.28,360.35
474,Female,1,No,Yes,23,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.53,6208.93
475,Male,0,Yes,Yes,47,No,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),22.08,2455.66
476,Female,0,No,Yes,66,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.02,2608.16
477,Male,0,No,Yes,16,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,52.78,8518.26
478,Male,1,No,Yes,55,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,67.34,4179.58
479,Female,1,Yes,No,2,Yes,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),35.7,2828.63
480,Female,1,Yes,Yes,4,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,101.62,6506.48
481,Female,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.42,199.16
482,Male,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,33.46,1508.11
483,Female,1,Yes,Yes,59,No,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.1,395.46
484,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),55.74,3722.47
485,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),114.25,2889.27
486,Male,1,No,No,56,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,27.03,1845.61
487,Female,0,No,No,43,Yes,Yes,No,No,No,Yes,Yes,No,No,One year,No,Mailed check,31.71,3112.31
488,Female,1,Yes,Yes,60,No,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,53.08,1606.09
489,Female,1,Yes,Yes,14,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,One year,No,Electronic check,82.23,5092.19
490,Male,1,Yes,No,69,Yes,No,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,18.39,972.08
491,Female,0,Yes,No,45,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.15,7083.22
492,Male,1,Yes,No,68,Yes,No phone service,No,No internet service,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),24.78,3487.84
493,Female,1,No,No,31,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,No,Credit card (automatic),70.18,1260.1
494,Male,1,No,No,72,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,44.34,5960.96
495,Female,1,Yes,No,51,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.09,6085.03
496,Male,1,No,Yes,63,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,78.19,2411.7
497,Female,0,No,No,20,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card (automatic),58.15,4386.05
498,Male,1,No,Yes,45,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,41.12,5694.49
499,Male,0,Yes,Yes,33,No,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),89.25,4965.7
500,Male,0,No,Yes,64,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),60.89,7308.58
501,Female,0,No,Yes,40,No,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,113.15,2610.49
502,Male,0,Yes,Yes,48,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),106.7,7079.35
503,Female,0,No,No,59,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,86.21,6921.96
504,Male,0,Yes,Yes,51,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,19.79,8254.13
505,Female,1,Yes,Yes,15,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,86.41,4221.03
506,Male,1,Yes,Yes,6,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),40.97,5723.23
507,Male,0,No,Yes,45,Yes,Yes,No,Yes,No internet service,No,Yes,No,No,Two year,Yes,Electronic check,57.98,2889.8
508,Male,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Mailed check,108.91,232.35
509,Female,0,Yes,No,32,No,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Mailed check,73.1,450.39
510,Female,1,Yes,Yes,12,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Mailed check,101.09,4797.39
511,Male,1,No,Yes,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),45.62,2835.21
512,Male,0,No,Yes,18,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),26.79,820.72
513,Female,0,No,No,20,No,No phone service,No,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Electronic check,90.02,1341.75
514,Male,1,Yes,Yes,67,No,No,No,No internet service,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),50.58,1443.81
515,Female,1,No,No,66,Yes,No,No,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.73,5741.6
516,Male,0,Yes,No,69,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),108.19,1080.17
517,Female,1,Yes,No,47,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,63.86,4185.19
518,Male,1,No,No,9,No,No phone service,No,Yes,No,No,No,No internet service,No,Two year,No,Mailed check,49.16,2820.15
519,Female,0,Yes,Yes,2,No,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),76.39,3312.17
520,Female,0,No,Yes,22,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.56,2412.57
521,Female,0,No,No,44,No,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.27,6422.9
522,Female,0,No,No,26,Yes,No,No,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),33.11,7011.67
523,Male,0,Yes,No,57,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.08,6350.79
524,Male,0,No,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,81.65,6573.71
525,Male,1,No,Yes,61,No,No,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.85,7894.0
526,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,30.43,3019.71
527,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,86.64,3159.59
528,Female,0,No,No,45,Yes,No,No,No,No internet service,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),60.84,1738.52
529,Female,0,No,No,8,No,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,21.36,4350.27
530,Female,0,No,No,56,No,No,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,86.36,2502.84
531,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Two year,No,Mailed check,51.44,3539.63
532,Female,0,No,No,54,Yes,No phone service,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,40.75,4819.12
533,Female,1,No,No,10,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),96.76,395.59
534,Male,1,Yes,Yes,19,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),58.89,3138.75
535,Male,1,Yes,Yes,69,No,No phone service,DSL,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,116.4,1720.56
536,Female,1,Yes,Yes,11,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Mailed check,105.1,550.95
537,Male,1,No,Yes,5,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,106.2,804.62
538,Male,1,Yes,Yes,29,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.61,7740.26
539,Male,1,Yes,No,6,No,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,109.24,2725.8
540,Female,1,No,No,57,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Electronic check,35.33,5577.06
541,Female,0,No,Yes,9,No,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,79.66,3144.68
542,Female,0,No,Yes,21,No,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),102.19,7479.85
543,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,62.97,3311.53
544,Male,1,Yes,Yes,49,Yes,No phone service,No,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,100.97,2074.32
545,Female,1,No,No,17,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),28.03,1742.16
546,Male,0,No,Yes,3,No,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Credit card (automatic),97.91,2545.96
547,Male,0,Yes,Yes,6,No,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,Yes,Mailed check,111.26,3255.22
548,Female,0,Yes,No,24,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.32,5892.92
549,Female,0,No,Yes,30,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),101.29,6173.36
550,Male,0,Yes,Yes,48,Yes,No phone service,No,Yes,No,No,No,No,No,Two year,Yes,Electronic check,99.89,6652.21
551,Female,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,87.47,8100.88
552,Female,0,No,No,44,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.13,94.14
553,Male,0,No,No,23,No,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),61.19,4757.85
554,Male,0,Yes,Yes,58,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),51.21,7494.47
555,Male,1,No,No,24,No,No phone service,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),37.56,171.5
556,Male,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),21.47,2743.16
557,Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),35.68,6136.41
558,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),66.52,7937.75
559,Female,0,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,71.05,2432.89
560,Female,0,No,Yes,3,No,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),82.93,3371.98
561,Female,1,Yes,Yes,56,No,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,24.26,4654.58
562,Male,1,No,No,40,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),70.54,1130.07
563,Female,0,Yes,No,35,Yes,No,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),71.56,637.55
564,Female,0,No,No,66,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),67.28,4752.82
565,Male,0,Yes,Yes,41,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),52.15,6369.19
566,Male,1,No,Yes,49,No,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),97.44,1265.88
567,Female,1,No,No,30,No,No,No,Yes,Yes,No,No internet service,No,No,Two year,Yes,Credit card (automatic),103.95,4146.8
568,Male,0,No,No,31,No,No,No,Yes,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,25.91,4166.03
569,Male,1,Yes,Yes,24,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,40.13,6139.59
